Trip.ID,Duration,Start .Date,Start .Station,Start .Terminal,End.Date,End.Station,End.Terminal,Bike..,Subscriber.Type,Zip.Code
T100468,8636,09/18/2014 20:36,Downtown San Jose,01012,09/18/2014 23:00,Sunnyvale Station,01006,B6499,Customer,94702
T100469,5968,09/08/2014 16:30,Santana Row,01014,09/08/2014 18:09,Cupertino Center,01008,B5909,Subscriber,94697
T100470,1168,04/27/2014 12:10,San Jose Diridon,01009,04/27/2014 12:29,Oakland Transit,01011,B7859,Customer,94654
T100471,8678,06/27/2014 13:38,Downtown San Jose,01002,06/27/2014 16:03,Cupertino Center,01010,B6384,Subscriber,94709
T100472,8974,05/03/2014 18:59,Redwood City,01001,05/03/2014 21:28,Redwood City,01007,B3658,Customer,94910
T100473,8372,12/27/2014 19:04,Downtown San Jose,01005,12/27/2014 21:24,Downtown San Jose,01008,B2717,Subscriber,94310
T100474,8376,10/19/2014 23:53,Palo Alto Station,01015,10/20/2014 02:12,Oakland Transit,01009,B8443,Customer,94946
T100475,9139,12/30/2014 09:40,Campbell Ave,01001,12/30/2014 12:12,Palo Alto Station,01005,B1691,Customer,95021
T100476,393,01/29/2014 04:09,Sunnyvale Station,01011,01/29/2014 04:15,Los Gatos Depot,01003,B9125,Subscriber,94431
T100477,6457,01/04/2014 14:49,Palo Alto Station,01014,01/04/2014 16:37,Mountain View Caltrain,01013,B4594,Customer,95090
T100478,7762,06/27/2014 23:31,Santa Clara Transit,01010,06/28/2014 01:41,Palo Alto Station,01008,B1060,Subscriber,94348
T100479,773,08/30/2014 05:37,Santa Clara Transit,01014,08/30/2014 05:50,Santana Row,01002,B4654,Subscriber,94798
T100480,10474,08/07/2014 15:28,Santana Row,01002,08/07/2014 18:23,Los Gatos Depot,01002,B4772,Subscriber,94523
T100481,6398,02/08/2014 19:53,Palo Alto Station,01006,02/08/2014 21:40,Los Gatos Depot,01005,B8643,Subscriber,94825
T100482,6176,01/29/2014 10:50,San Jose Diridon,01008,01/29/2014 12:33,San Jose Diridon,01008,B4492,Customer,94066
T100483,4215,07/28/2014 19:06,Los Gatos Depot,01015,07/28/2014 20:17,Fremont Hub,01008,B4916,Customer,94160
T100484,326,03/24/2014 18:44,Los Gatos Depot,01001,03/24/2014 18:49,Cupertino Center,01004,B8876,Subscriber,94996
T100485,5910,07/16/2014 11:11,Los Gatos Depot,01002,07/16/2014 12:49,Cupertino Center,01011,B6431,Customer,95149
T100486,1166,04/13/2014 23:50,Sunnyvale Station,01009,04/14/2014 00:10,Fremont Hub,01003,B7158,Subscriber,94707
T100487,5709,02/21/2014 10:35,Redwood City,01013,02/21/2014 12:10,Mountain View Caltrain,01001,B4363,Subscriber,94170
T100488,4010,12/29/2014 10:36,Santa Clara Transit,01011,12/29/2014 11:43,Mountain View Caltrain,01002,B7558,Subscriber,94425
T100489,10353,05/16/2014 12:59,Santana Row,01012,05/16/2014 15:52,Santana Row,01012,B4018,Subscriber,95084
T100490,1758,12/09/2014 02:14,Downtown San Jose,01005,12/09/2014 02:44,Redwood City,01001,B1110,Customer,94756
T100491,9593,01/27/2014 17:10,Cupertino Center,01001,01/27/2014 19:50,Palo Alto Station,01014,B6944,Subscriber,94622
T100492,5507,12/08/2014 11:23,Santana Row,01010,12/08/2014 12:55,Los Gatos Depot,01002,B1162,Subscriber,94597
T100493,2245,04/05/2014 20:53,San Jose Diridon,01013,04/05/2014 21:31,Cupertino Center,01008,B2208,Subscriber,94645
T100494,786,05/24/2014 12:14,Mountain View Caltrain,01005,05/24/2014 12:27,Oakland Transit,01011,B6863,Subscriber,94924
T100495,5832,04/21/2014 16:16,Santa Clara Transit,01011,04/21/2014 17:53,San Jose Diridon,01001,B1491,Customer,94957
T100496,9005,03/03/2014 06:18,Downtown San Jose,01015,03/03/2014 08:48,Fremont Hub,01003,B2887,Subscriber,94060
T100497,5606,06/20/2014 04:10,Palo Alto Station,01004,06/20/2014 05:44,Redwood City,01007,B3333,Subscriber,94319
T100498,10591,11/20/2014 19:03,Downtown San Jose,01006,11/20/2014 22:00,Redwood City,01010,B5760,Customer,94341
T100499,2928,07/30/2014 23:09,Sunnyvale Station,01004,07/30/2014 23:58,Downtown San Jose,01011,B8215,Customer,94720
T100500,7672,10/01/2014 05:28,Redwood City,01004,10/01/2014 07:35,Cupertino Center,01006,B4185,Subscriber,94883
T100501,7900,04/28/2014 11:39,Fremont Hub,01005,04/28/2014 13:51,Downtown San Jose,01003,B6896,Subscriber,94850
T100502,10410,08/26/2014 13:14,Cupertino Center,01005,08/26/2014 16:08,Campbell Ave,01005,B1719,Subscriber,94047
T100503,3046,11/10/2014 10:43,Sunnyvale Station,01009,11/10/2014 11:33,Oakland Transit,01010,B1486,Customer,94581
T100504,2269,09/11/2014 23:30,Redwood City,01006,09/12/2014 00:07,San Jose Diridon,01010,B4262,Subscriber,95139
T100505,1093,07/25/2014 10:05,Fremont Hub,01013,07/25/2014 10:23,Menlo Park,01002,B4241,Subscriber,95005
T100506,7558,01/04/2014 00:54,Cupertino Center,01008,01/04/2014 03:00,Cupertino Center,01013,B5654,Customer,94480
T100507,665,09/17/2014 08:56,Fremont Hub,01011,09/17/2014 09:07,Downtown San Jose,01002,B3853,Customer,94768
T100508,4867,11/14/2014 07:57,San Jose Diridon,01002,11/14/2014 09:18,Sunnyvale Station,01011,B4587,Subscriber,95100
T100509,3362,08/04/2014 09:16,Downtown San Jose,01005,08/04/2014 10:12,Fremont Hub,01013,B5292,Customer,94269
T100510,777,04/27/2014 06:24,Fremont Hub,01003,04/27/2014 06:37,Santana Row,01009,B3855,Subscriber,94775
T100511,3328,12/28/2014 20:35,Menlo Park,01003,12/28/2014 21:31,Fremont Hub,01013,B6567,Subscriber,94252
T100512,746,09/15/2014 15:13,Campbell Ave,01005,09/15/2014 15:26,Fremont Hub,01008,B5029,Subscriber,94198
T100513,5230,02/10/2014 05:29,Santana Row,01002,02/10/2014 06:56,Downtown San Jose,01013,B3925,Subscriber,94810
T100514,5140,12/31/2014 15:27,Cupertino Center,01001,12/31/2014 16:53,Campbell Ave,01008,B4211,Subscriber,94447
T100515,8504,12/08/2014 00:44,Fremont Hub,01010,12/08/2014 03:05,Los Gatos Depot,01004,B1352,Customer,94432
T100516,6584,02/22/2014 03:41,Santana Row,01009,02/22/2014 05:30,Fremont Hub,01005,B3884,Subscriber,94226
T100517,8957,04/13/2014 17:00,Campbell Ave,01009,04/13/2014 19:29,Menlo Park,01011,B5289,Subscriber,94592
T100518,7816,02/14/2014 19:52,Los Gatos Depot,01002,02/14/2014 22:02,Fremont Hub,01008,B2657,Subscriber,94365
T100519,4210,12/12/2014 12:43,Cupertino Center,01004,12/12/2014 13:53,Oakland Transit,01008,B1343,Customer,94325
T100520,659,02/11/2014 13:38,Campbell Ave,01009,02/11/2014 13:49,Menlo Park,01009,B3248,Customer,94821
T100521,10658,10/16/2014 07:49,Downtown San Jose,01006,10/16/2014 10:47,Los Gatos Depot,01005,B7208,Subscriber,95126
T100522,3191,08/03/2014 20:25,Santa Clara Transit,01009,08/03/2014 21:18,Mountain View Caltrain,01009,B2818,Subscriber,94836
T100523,4747,03/02/2014 08:52,Palo Alto Station,01006,03/02/2014 10:11,Downtown San Jose,01006,B6544,Subscriber,94720
T100524,5908,04/16/2014 18:28,San Jose Diridon,01005,04/16/2014 20:06,Palo Alto Station,01013,B4444,Customer,94445
T100525,843,04/20/2014 10:09,Campbell Ave,01003,04/20/2014 10:23,Santa Clara Transit,01014,B5998,Customer,94856
T100526,5498,08/23/2014 21:25,Los Gatos Depot,01012,08/23/2014 22:56,Santana Row,01009,B8474,Subscriber,94571
T100527,4536,03/23/2014 19:12,Sunnyvale Station,01013,03/23/2014 20:28,Fremont Hub,01009,B4934,Customer,94654
T100528,2099,10/06/2014 16:37,San Jose Diridon,01005,10/06/2014 17:12,Sunnyvale Station,01001,B7056,Subscriber,94743
T100529,6089,05/14/2014 03:52,Fremont Hub,01010,05/14/2014 05:34,Oakland Transit,01013,B7100,Customer,94216
T100530,7219,03/21/2014 01:39,Fremont Hub,01004,03/21/2014 03:40,Mountain View Caltrain,01001,B3807,Subscriber,94650
T100531,6613,09/24/2014 23:56,Santa Clara Transit,01003,09/25/2014 01:46,Santa Clara Transit,01007,B9633,Customer,95028
T100532,7264,09/04/2014 07:31,San Jose Diridon,01002,09/04/2014 09:32,Los Gatos Depot,01015,B8106,Subscriber,95096
T100533,6394,11/28/2014 05:43,Fremont Hub,01005,11/28/2014 07:29,Cupertino Center,01015,B2071,Customer,95090
T100534,5614,04/13/2014 12:30,Santana Row,01010,04/13/2014 14:04,Downtown San Jose,01002,B2941,Subscriber,94803
T100535,3120,07/16/2014 06:45,Cupertino Center,01015,07/16/2014 07:37,Santa Clara Transit,01007,B3366,Subscriber,94461
T100536,8189,07/09/2014 17:26,Campbell Ave,01006,07/09/2014 19:43,Sunnyvale Station,01008,B3142,Customer,94827
T100537,8211,04/08/2014 12:37,Fremont Hub,01009,04/08/2014 14:54,San Jose Diridon,01006,B4107,Customer,95013
T100538,6078,12/18/2014 14:20,Los Gatos Depot,01008,12/18/2014 16:02,Menlo Park,01014,B4140,Customer,94950
T100539,8567,12/19/2014 16:39,Sunnyvale Station,01001,12/19/2014 19:02,Menlo Park,01007,B9725,Customer,94586
T100540,4429,11/25/2014 14:15,Palo Alto Station,01003,11/25/2014 15:29,Fremont Hub,01008,B7196,Subscriber,94920
T100541,1413,01/20/2014 17:28,Mountain View Caltrain,01001,01/20/2014 17:52,San Jose Diridon,01008,B7131,Subscriber,94321
T100542,7015,02/05/2014 20:17,Sunnyvale Station,01008,02/05/2014 22:13,Los Gatos Depot,01001,B6209,Customer,94363
T100543,1353,09/04/2014 07:57,Redwood City,01015,09/04/2014 08:20,Cupertino Center,01001,B8037,Subscriber,94819
T100544,7115,06/14/2014 12:00,Sunnyvale Station,01011,06/14/2014 13:59,Mountain View Caltrain,01003,B5006,Subscriber,94590
T100545,9930,11/19/2014 02:05,Santa Clara Transit,01001,11/19/2014 04:50,Cupertino Center,01009,B1756,Subscriber,94006
T100546,3016,04/18/2014 10:50,Cupertino Center,01002,04/18/2014 11:41,San Jose Diridon,01011,B4098,Subscriber,95090
T100547,8997,01/18/2014 02:55,Oakland Transit,01007,01/18/2014 05:25,Downtown San Jose,01014,B9773,Customer,94684
T100548,4873,01/02/2014 09:02,Fremont Hub,01001,01/02/2014 10:24,Redwood City,01013,B5819,Customer,94950
T100549,5322,05/10/2014 12:58,Menlo Park,01002,05/10/2014 14:27,Sunnyvale Station,01005,B3434,Customer,94352
T100550,1740,10/27/2014 11:21,San Jose Diridon,01007,10/27/2014 11:50,Menlo Park,01015,B6368,Subscriber,94201
T100551,1371,02/20/2014 19:19,Fremont Hub,01007,02/20/2014 19:42,Fremont Hub,01012,B5049,Subscriber,94785
T100552,5432,09/05/2014 10:19,Sunnyvale Station,01003,09/05/2014 11:50,Campbell Ave,01003,B1872,Customer,94856
T100553,4903,04/12/2014 17:36,Los Gatos Depot,01012,04/12/2014 18:57,Downtown San Jose,01008,B5588,Subscriber,94856
T100554,5081,03/04/2014 18:03,Oakland Transit,01010,03/04/2014 19:27,Campbell Ave,01007,B3071,Subscriber,94840
T100555,7365,10/15/2014 20:46,Fremont Hub,01015,10/15/2014 22:49,Mountain View Caltrain,01003,B9327,Subscriber,94386
T100556,9933,06/21/2014 14:12,Downtown San Jose,01010,06/21/2014 16:57,Palo Alto Station,01005,B9011,Subscriber,94059
T100557,7041,08/03/2014 06:02,Campbell Ave,01011,08/03/2014 07:59,Downtown San Jose,01012,B4428,Subscriber,94459
T100558,2790,10/02/2014 01:17,Oakland Transit,01014,10/02/2014 02:04,Redwood City,01007,B2333,Subscriber,94283
T100559,7332,06/16/2014 02:19,Oakland Transit,01012,06/16/2014 04:22,Los Gatos Depot,01008,B8711,Customer,95030
T100560,5819,08/06/2014 20:01,Palo Alto Station,01012,08/06/2014 21:38,Santa Clara Transit,01013,B2062,Subscriber,94164
T100561,7385,01/04/2014 18:07,Palo Alto Station,01008,01/04/2014 20:10,Santa Clara Transit,01002,B3743,Subscriber,94837
T100562,753,02/13/2014 10:44,Sunnyvale Station,01010,02/13/2014 10:56,Oakland Transit,01010,B9333,Subscriber,94046
T100563,5836,01/30/2014 05:19,Los Gatos Depot,01006,01/30/2014 06:56,Cupertino Center,01011,B7358,Customer,94665
T100564,10133,12/09/2014 23:08,Campbell Ave,01005,12/10/2014 01:57,Downtown San Jose,01008,B9342,Subscriber,94511
T100565,7186,09/26/2014 08:46,Fremont Hub,01006,09/26/2014 10:45,Los Gatos Depot,01011,B7131,Subscriber,94340
T100566,4558,12/18/2014 01:13,Menlo Park,01014,12/18/2014 02:29,Campbell Ave,01009,B9168,Subscriber,94966
T100567,10537,02/27/2014 21:17,Menlo Park,01004,02/28/2014 00:12,Los Gatos Depot,01011,B9501,Subscriber,94186
T100568,999,07/31/2014 21:16,Campbell Ave,01012,07/31/2014 21:32,Santa Clara Transit,01009,B8606,Customer,94758
T100569,1289,01/14/2014 23:48,Los Gatos Depot,01013,01/15/2014 00:09,Redwood City,01010,B3932,Customer,94046
T100570,10505,11/21/2014 02:59,San Jose Diridon,01011,11/21/2014 05:54,Downtown San Jose,01008,B6272,Customer,94797
T100571,6715,05/24/2014 09:20,Menlo Park,01013,05/24/2014 11:12,Fremont Hub,01008,B7125,Subscriber,95130
T100572,6012,08/15/2014 05:22,Menlo Park,01009,08/15/2014 07:03,Sunnyvale Station,01009,B9609,Subscriber,95047
T100573,8466,08/03/2014 13:54,Campbell Ave,01002,08/03/2014 16:15,Downtown San Jose,01014,B8918,Customer,94395
T100574,2681,02/27/2014 12:20,Los Gatos Depot,01015,02/27/2014 13:04,Cupertino Center,01003,B9106,Customer,94330
T100575,570,06/16/2014 21:54,Los Gatos Depot,01013,06/16/2014 22:03,Fremont Hub,01009,B8762,Customer,94937
T100576,2399,02/19/2014 11:52,Palo Alto Station,01013,02/19/2014 12:32,Cupertino Center,01001,B5396,Customer,94755
T100577,10014,01/17/2014 05:52,Los Gatos Depot,01008,01/17/2014 08:39,Santana Row,01007,B7569,Customer,94490
T100578,7239,04/30/2014 17:10,Sunnyvale Station,01010,04/30/2014 19:11,Palo Alto Station,01005,B1599,Customer,94358
T100579,630,05/22/2014 14:47,Oakland Transit,01003,05/22/2014 14:58,Campbell Ave,01008,B4394,Subscriber,94967
T100580,2128,12/16/2014 03:06,Fremont Hub,01002,12/16/2014 03:42,Cupertino Center,01010,B4596,Customer,94409
T100581,1161,12/29/2014 09:00,Santana Row,01014,12/29/2014 09:19,Cupertino Center,01007,B4325,Subscriber,94660
T100582,3926,11/06/2014 04:23,Cupertino Center,01013,11/06/2014 05:29,Santana Row,01010,B8406,Subscriber,94271
T100583,10630,12/01/2014 06:19,Santa Clara Transit,01015,12/01/2014 09:16,Santa Clara Transit,01011,B4840,Customer,94600
T100584,6061,01/16/2014 11:50,Palo Alto Station,01012,01/16/2014 13:31,Santa Clara Transit,01006,B7486,Customer,94132
T100585,5993,12/16/2014 02:35,Santana Row,01008,12/16/2014 04:14,Los Gatos Depot,01013,B4581,Subscriber,94063
T100586,6332,05/19/2014 23:01,San Jose Diridon,01002,05/20/2014 00:46,Campbell Ave,01005,B6013,Customer,94423
T100587,9353,03/23/2014 14:03,Mountain View Caltrain,01008,03/23/2014 16:39,Fremont Hub,01006,B7963,Subscriber,94944
T100588,590,09/22/2014 21:19,San Jose Diridon,01005,09/22/2014 21:29,Menlo Park,01001,B7178,Subscriber,94940
T100589,9973,04/07/2014 21:47,Sunnyvale Station,01011,04/08/2014 00:33,Downtown San Jose,01001,B3575,Customer,94501
T100590,2573,09/17/2014 00:16,Los Gatos Depot,01011,09/17/2014 00:59,Menlo Park,01010,B7129,Customer,94908
T100591,7431,02/09/2014 22:06,Sunnyvale Station,01012,02/10/2014 00:10,Palo Alto Station,01001,B5170,Customer,94495
T100592,6137,05/18/2014 08:31,San Jose Diridon,01013,05/18/2014 10:13,Oakland Transit,01003,B2388,Customer,94362
T100593,6155,10/30/2014 23:12,Cupertino Center,01008,10/31/2014 00:55,Oakland Transit,01014,B3200,Customer,94944
T100594,7333,08/06/2014 10:29,Santana Row,01008,08/06/2014 12:31,Redwood City,01006,B2376,Customer,95024
T100595,1319,12/10/2014 08:43,San Jose Diridon,01004,12/10/2014 09:05,Mountain View Caltrain,01006,B5834,Subscriber,94227
T100596,9463,12/06/2014 16:54,Campbell Ave,01004,12/06/2014 19:32,Menlo Park,01013,B8282,Customer,94678
T100597,2315,06/07/2014 19:42,Los Gatos Depot,01003,06/07/2014 20:21,Sunnyvale Station,01012,B9500,Customer,94326
T100598,8734,08/30/2014 00:59,Sunnyvale Station,01014,08/30/2014 03:24,Santana Row,01010,B6760,Subscriber,94501
T100599,6072,10/19/2014 01:38,Fremont Hub,01015,10/19/2014 03:19,Fremont Hub,01001,B4771,Customer,94946
T100600,6581,03/02/2014 00:32,Palo Alto Station,01010,03/02/2014 02:22,Menlo Park,01013,B1674,Customer,94143
T100601,5210,12/26/2014 12:44,Campbell Ave,01005,12/26/2014 14:11,Palo Alto Station,01015,B8622,Subscriber,94014
T100602,10702,12/28/2014 03:07,Menlo Park,01015,12/28/2014 06:05,Mountain View Caltrain,01011,B9392,Customer,94066
T100603,4626,04/02/2014 22:33,Palo Alto Station,01006,04/02/2014 23:50,Sunnyvale Station,01006,B6511,Subscriber,94832
T100604,4149,12/02/2014 18:42,Fremont Hub,01007,12/02/2014 19:51,Cupertino Center,01007,B7981,Subscriber,95064
T100605,1918,03/05/2014 02:37,Oakland Transit,01003,03/05/2014 03:09,Downtown San Jose,01002,B8391,Customer,94962
T100606,484,11/07/2014 15:29,Oakland Transit,01012,11/07/2014 15:37,Fremont Hub,01007,B8660,Customer,94789
T100607,3108,11/11/2014 20:56,Campbell Ave,01015,11/11/2014 21:48,Campbell Ave,01006,B8086,Customer,94144
T100608,8236,03/10/2014 18:14,San Jose Diridon,01011,03/10/2014 20:32,Fremont Hub,01006,B7700,Customer,94854
T100609,8542,12/09/2014 07:23,San Jose Diridon,01006,12/09/2014 09:46,Cupertino Center,01007,B7021,Customer,94532
T100610,6400,06/10/2014 02:51,Palo Alto Station,01013,06/10/2014 04:38,Los Gatos Depot,01006,B9151,Subscriber,95100
T100611,9262,01/10/2014 15:01,Los Gatos Depot,01014,01/10/2014 17:35,Menlo Park,01001,B6194,Subscriber,94247
T100612,1989,03/11/2014 15:45,Menlo Park,01015,03/11/2014 16:18,Redwood City,01011,B5473,Subscriber,95093
T100613,4348,10/14/2014 01:16,Palo Alto Station,01006,10/14/2014 02:29,Menlo Park,01004,B7264,Customer,94048
T100614,4324,12/26/2014 00:50,Fremont Hub,01008,12/26/2014 02:02,San Jose Diridon,01004,B1404,Customer,94898
T100615,7371,05/10/2014 00:11,Mountain View Caltrain,01008,05/10/2014 02:14,Palo Alto Station,01004,B3942,Subscriber,94984
T100616,3575,10/31/2014 20:22,Oakland Transit,01001,10/31/2014 21:21,Downtown San Jose,01011,B8236,Customer,94122
T100617,10084,12/28/2014 11:49,Cupertino Center,01002,12/28/2014 14:38,Redwood City,01005,B4830,Subscriber,94599
T100618,4738,06/09/2014 21:26,Oakland Transit,01008,06/09/2014 22:45,San Jose Diridon,01010,B5351,Subscriber,94815
T100619,8107,11/08/2014 13:22,Campbell Ave,01002,11/08/2014 15:37,Fremont Hub,01002,B2243,Subscriber,94081
T100620,3339,09/18/2014 03:59,Mountain View Caltrain,01006,09/18/2014 04:54,Mountain View Caltrain,01015,B6883,Customer,94744
T100621,2069,12/02/2014 13:39,Campbell Ave,01008,12/02/2014 14:14,Oakland Transit,01012,B2350,Customer,94818
T100622,2283,10/13/2014 11:13,Menlo Park,01008,10/13/2014 11:52,Palo Alto Station,01002,B5825,Subscriber,95047
T100623,1273,11/11/2014 20:43,Redwood City,01014,11/11/2014 21:05,Santana Row,01014,B9220,Customer,94901
T100624,7466,04/07/2014 09:05,Downtown San Jose,01003,04/07/2014 11:09,Los Gatos Depot,01005,B9401,Subscriber,94877
T100625,2888,04/14/2014 14:48,Los Gatos Depot,01005,04/14/2014 15:36,Downtown San Jose,01002,B9956,Subscriber,94254
T100626,7352,03/03/2014 19:49,Mountain View Caltrain,01013,03/03/2014 21:52,Mountain View Caltrain,01006,B2280,Customer,94212
T100627,1498,11/02/2014 18:51,Campbell Ave,01006,11/02/2014 19:16,Mountain View Caltrain,01003,B5528,Subscriber,94298
T100628,5296,09/30/2014 08:23,Santa Clara Transit,01010,09/30/2014 09:51,Santa Clara Transit,01001,B4731,Customer,94537
T100629,5752,02/11/2014 23:31,Campbell Ave,01010,02/12/2014 01:07,Sunnyvale Station,01009,B2612,Subscriber,94228
T100630,1123,05/29/2014 13:32,Palo Alto Station,01003,05/29/2014 13:51,Campbell Ave,01006,B2942,Customer,94346
T100631,9071,12/05/2014 17:11,Palo Alto Station,01009,12/05/2014 19:42,Mountain View Caltrain,01001,B2168,Customer,94750
T100632,8942,01/16/2014 00:56,Menlo Park,01002,01/16/2014 03:25,Los Gatos Depot,01008,B6902,Subscriber,94845
T100633,4817,11/30/2014 10:40,Downtown San Jose,01007,11/30/2014 12:00,San Jose Diridon,01011,B1627,Subscriber,94695
T100634,4974,07/02/2014 19:08,Fremont Hub,01014,07/02/2014 20:31,Menlo Park,01014,B9946,Customer,94290
T100635,2640,03/28/2014 09:13,Redwood City,01012,03/28/2014 09:57,Downtown San Jose,01007,B4281,Customer,94497
T100636,10508,03/19/2014 12:09,Santana Row,01013,03/19/2014 15:04,Downtown San Jose,01010,B6468,Subscriber,94988
T100637,2912,11/14/2014 03:08,Redwood City,01002,11/14/2014 03:56,Los Gatos Depot,01009,B4221,Subscriber,94430
T100638,5982,12/23/2014 16:35,Campbell Ave,01006,12/23/2014 18:15,Redwood City,01015,B6394,Subscriber,94541
T100639,8395,06/28/2014 18:20,Palo Alto Station,01009,06/28/2014 20:40,Cupertino Center,01007,B5096,Customer,94198
T100640,3733,05/16/2014 19:03,Menlo Park,01011,05/16/2014 20:05,Santa Clara Transit,01005,B5959,Subscriber,94675
T100641,2048,04/29/2014 12:35,Cupertino Center,01002,04/29/2014 13:09,Menlo Park,01001,B5496,Customer,94151
T100642,3352,11/15/2014 15:57,Menlo Park,01013,11/15/2014 16:53,Los Gatos Depot,01012,B4123,Customer,94938
T100643,2335,11/05/2014 21:09,Los Gatos Depot,01005,11/05/2014 21:48,San Jose Diridon,01008,B3258,Customer,95006
T100644,3938,12/05/2014 09:19,Fremont Hub,01009,12/05/2014 10:24,Fremont Hub,01010,B9898,Customer,94501
T100645,8154,03/30/2014 09:20,Campbell Ave,01008,03/30/2014 11:36,Oakland Transit,01001,B5278,Subscriber,94532
T100646,490,03/28/2014 13:47,Sunnyvale Station,01007,03/28/2014 13:56,Palo Alto Station,01006,B1139,Subscriber,94701
T100647,5972,01/10/2014 04:34,Redwood City,01010,01/10/2014 06:13,Redwood City,01007,B5906,Subscriber,94604
T100648,9137,09/14/2014 07:57,Los Gatos Depot,01007,09/14/2014 10:29,Santana Row,01010,B5617,Customer,94910
T100649,9436,03/17/2014 00:06,Oakland Transit,01004,03/17/2014 02:43,Santana Row,01007,B6679,Customer,94677
T100650,6104,06/04/2014 17:58,Palo Alto Station,01010,06/04/2014 19:40,San Jose Diridon,01006,B7616,Subscriber,94922
T100651,7717,05/08/2014 11:37,Downtown San Jose,01004,05/08/2014 13:46,Sunnyvale Station,01010,B7647,Customer,94528
T100652,9098,04/19/2014 04:46,Santa Clara Transit,01009,04/19/2014 07:17,Oakland Transit,01002,B1194,Customer,94563
T100653,2186,12/02/2014 16:21,Menlo Park,01003,12/02/2014 16:57,Redwood City,01013,B8733,Subscriber,94073
T100654,10086,01/27/2014 23:02,Menlo Park,01008,01/28/2014 01:50,Fremont Hub,01008,B9399,Subscriber,94286
T100655,1472,10/28/2014 07:55,Santa Clara Transit,01007,10/28/2014 08:20,Cupertino Center,01002,B3445,Customer,94303
T100656,1137,04/19/2014 09:38,Palo Alto Station,01002,04/19/2014 09:56,Santa Clara Transit,01012,B7512,Subscriber,95068
T100657,5127,05/17/2014 08:55,Palo Alto Station,01006,05/17/2014 10:20,Sunnyvale Station,01011,B4728,Customer,94590
T100658,6583,09/07/2014 03:02,Menlo Park,01004,09/07/2014 04:52,San Jose Diridon,01004,B4717,Customer,94053
T100659,7902,07/17/2014 20:00,San Jose Diridon,01014,07/17/2014 22:12,Fremont Hub,01006,B4438,Subscriber,94452
T100660,8672,06/05/2014 05:16,Menlo Park,01012,06/05/2014 07:40,Los Gatos Depot,01008,B8773,Subscriber,94759
T100661,6790,09/21/2014 21:34,Los Gatos Depot,01010,09/21/2014 23:27,Cupertino Center,01009,B4829,Customer,94742
T100662,6768,11/24/2014 15:29,Downtown San Jose,01007,11/24/2014 17:22,Cupertino Center,01013,B9451,Subscriber,94596
T100663,9479,07/28/2014 05:53,Oakland Transit,01013,07/28/2014 08:31,Menlo Park,01013,B8679,Subscriber,94628
T100664,1268,05/09/2014 14:32,Fremont Hub,01007,05/09/2014 14:53,Sunnyvale Station,01011,B8559,Customer,94324
T100665,2113,12/31/2014 18:19,Los Gatos Depot,01010,12/31/2014 18:54,Los Gatos Depot,01006,B6581,Customer,94624
T100666,5254,01/11/2014 17:15,San Jose Diridon,01013,01/11/2014 18:42,Palo Alto Station,01003,B2406,Subscriber,94973
T100667,10584,02/14/2014 19:03,Palo Alto Station,01006,02/14/2014 22:00,Redwood City,01010,B6129,Customer,94900
T100668,1275,12/07/2014 14:35,Los Gatos Depot,01009,12/07/2014 14:56,San Jose Diridon,01005,B4077,Subscriber,94603
T100669,7432,04/12/2014 10:42,Campbell Ave,01012,04/12/2014 12:45,Campbell Ave,01006,B8025,Subscriber,94316
T100670,7692,03/11/2014 08:22,Fremont Hub,01004,03/11/2014 10:30,Sunnyvale Station,01007,B7843,Customer,94263
T100671,8536,08/14/2014 11:29,Los Gatos Depot,01003,08/14/2014 13:51,Redwood City,01004,B4433,Subscriber,94300
T100672,5704,04/14/2014 02:19,Sunnyvale Station,01011,04/14/2014 03:54,San Jose Diridon,01008,B8187,Subscriber,94598
T100673,2162,01/15/2014 20:34,Redwood City,01011,01/15/2014 21:11,Palo Alto Station,01011,B8372,Customer,94786
T100674,9092,02/12/2014 02:23,Los Gatos Depot,01002,02/12/2014 04:54,Mountain View Caltrain,01014,B1493,Subscriber,94526
T100675,10542,08/20/2014 16:26,Mountain View Caltrain,01012,08/20/2014 19:22,Santa Clara Transit,01013,B7139,Customer,94466
T100676,9690,06/18/2014 18:25,Santana Row,01015,06/18/2014 21:07,Fremont Hub,01002,B3276,Customer,94057
T100677,3041,05/15/2014 06:02,Palo Alto Station,01012,05/15/2014 06:52,Downtown San Jose,01014,B3102,Customer,94433
T100678,2174,10/10/2014 22:31,Campbell Ave,01010,10/10/2014 23:08,Campbell Ave,01014,B6006,Customer,94620
T100679,7148,11/02/2014 10:02,Menlo Park,01014,11/02/2014 12:01,Redwood City,01009,B1158,Customer,94303
T100680,8298,05/02/2014 19:41,Mountain View Caltrain,01008,05/02/2014 21:59,Downtown San Jose,01004,B9188,Customer,94024
T100681,967,06/19/2014 11:29,Sunnyvale Station,01002,06/19/2014 11:45,Downtown San Jose,01005,B6810,Subscriber,94531
T100682,2094,08/24/2014 10:16,Campbell Ave,01010,08/24/2014 10:51,Los Gatos Depot,01005,B6567,Customer,94745
T100683,8548,07/18/2014 14:48,Campbell Ave,01010,07/18/2014 17:10,Sunnyvale Station,01001,B4694,Customer,95041
T100684,2567,02/14/2014 21:53,Palo Alto Station,01008,02/14/2014 22:36,Cupertino Center,01005,B7867,Subscriber,95058
